price,location,mileage,transmission,drivetrain,fuel type,major options,brand,color,no_of_features,engine-hp,engine-l,engine-type,age
10680,Surrey,172091,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats, Alloy Wheels",Kia,Gray,6.0,272.65777777777777,2.0,I4,9
68888,Coquitlam,25701,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Heated Seats, Tow Package, Android Auto, CarPlay, Multi Zone Climate Control",RAM,Blue,12.0,395.0,5.7,V8,1
35990,New Westminster,2300,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Mazda,Red,8.0,187.0,2.5,I4,1
53888,Abbotsford,58251,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Audi,Black,7.0,450.0,4.2,V8,7
56183,Surrey,3000,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Bluetooth, Sunroof/Moonroof",Mercedes-Benz,White,3.0,255.0,2.0,I4,1
12995,Nanaimo,103431,Manual,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Alloy Wheels",Toyota,White,4.0,132.0,1.8,I4,7
12990,New Westminster,142000,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Backup Camera, Parking Sensors",Chrysler,White,2.0,283.0,3.6,V6,7
19888,Duncan,33026,Manual,Front-Wheel Drive,Gasoline,Navigation System,Nissan,Silver,1.0,215.0,1.6,I4,8
38595,North Vancouver,36930,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",Mercedes-Benz,Black,9.0,329.0,3.0,V6,5
19499,Surrey,198372,Automatic,All-Wheel Drive,Gasoline,Alloy Wheels,RAM,Gray,1.0,395.0,5.7,V8,6
24900,Vancouver,112300,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,Steel Wheels,Ford,White,1.0,272.65777777777777,5.0,V8,7
22993,Surrey,60672,Automatic,Front-Wheel Drive,Gasoline,,Toyota,White,-1.0,272.65777777777777,2.5,I4,3
57999,Richmond,11322,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, Quick Order Package, CarPlay",Jeep,Silver,11.0,285.0,3.6,V6,1
30497,Richmond,18000,Automatic,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Jeep,Other,8.0,271.0,3.2,V6,2
35650,Vancouver,40750,Automatic,All-Wheel Drive,Gasoline,Sunroof/Moonroof,Volkswagen,White,1.0,184.0,2.0,I4,3
29000,Victoria,3329,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Acura,White,8.0,201.0,2.4,I4,2
75000,Burnaby,1795,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera",Ford,Silver,2.0,310.0,2.7,V6,1
54995,Vancouver,18200,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Genesis,Blue,10.0,300.0,2.5,I4,1
23999,Surrey,88130,Automatic,All-Wheel Drive,Gasoline,"Heated Seats, Sunroof/Moonroof",Toyota,Gray,2.0,176.0,2.5,I4,5
94610,Vancouver,24092,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package, Heated Seats",Mercedes-Benz,Black,9.0,449.0,4.7,V8,4
26495,Vancouver,36481,Automatic,Front-Wheel Drive,Gasoline,"LE Package, Alloy Wheels, Bluetooth, SLE Package, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",GMC,Other,9.0,272.65777777777777,1.5,I4,4
33000,Richmond,40000,Automatic,Four-Wheel Drive,Biodiesel,,Ford,White,-1.0,400.0,6.7,V8,10
43789,Surrey,53390,Automatic,Four-Wheel Drive,Gasoline,Convenience Package,GMC,White,1.0,355.0,5.3,V8,2
8495,Surrey,143359,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof",Chevrolet,Red,2.0,138.0,1.4,I4,10
12900,North Vancouver,65951,Manual,Front-Wheel Drive,Gasoline,,FIAT,White,-1.0,160.0,1.4,I4,6
21998,Surrey,122965,Manual,Four-Wheel Drive,Gasoline,Alloy Wheels,Jeep,Black,1.0,202.0,3.8,V6,11
71985,Burnaby,27771,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Blind Spot Monitoring, Heated Seats, Alloy Wheels",BMW,Blue,4.0,425.0,3.0,I6,4
39190,Surrey,4530,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Premium Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Multi Zone Climate Control, Bluetooth, Backup Camera, Remote Start",Honda,Gray,14.0,252.0,2.0,I4,1
4250,Coquitlam,264822,Automatic,Rear-Wheel Drive,Gasoline,,BMW,Silver,-1.0,215.0,3.0,I6,15
36970,Vancouver,1500,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Blind Spot Monitoring, Navigation System, Heated Seats, Alloy Wheels",Volkswagen,Red,6.0,184.0,2.0,I4,1
57998,Surrey,72021,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Heated Seats, Quick Order Package",RAM,White,12.0,272.65777777777777,3.2029230769230743,I4,3
28999,Surrey,37250,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Android Auto, CarPlay, Multi Zone Climate Control",Chevrolet,Other,12.0,275.0,2.0,I4,5
41103,Burnaby,834,Automatic,All-Wheel Drive,Hybrid,,Toyota,Other,-1.0,272.65777777777777,2.5,I4,1
179900,West Vancouver,19300,Automatic,All-Wheel Drive,Gasoline,Heated Seats,Porsche,Black,1.0,540.0,3.8,I4,5
35900,Port Coquitlam,3400,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera",Chevrolet,White,2.0,200.0,2.5,I4,1
36900,Surrey,3629,Automatic,Front-Wheel Drive,Gasoline,"Backup Camera, Blind Spot Monitoring, Android Auto, CarPlay",Toyota,White,4.0,272.65777777777777,2.5,I4,1
29500,Vancouver,34820,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Mazda,White,9.0,186.0,2.5,I4,1
24500,Richmond,173000,Automatic,Four-Wheel Drive,Diesel,Steel Wheels,Dodge,Silver,1.0,350.0,6.7,I6,14
49990,Vancouver,59948,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Android Auto, CarPlay",Ford,White,11.0,272.65777777777777,3.2029230769230743,I4,4
155321,Richmond,32558,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Adaptive Suspension, Backup Camera, Heated Seats, CarPlay, Multi Zone Climate Control",Porsche,Black,10.0,541.0,4.0,V8,2
17290,Surrey,58763,Automatic,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",Ford,Black,7.0,120.0,1.6,I4,4
48055,Burnaby,6104,Automatic,All-Wheel Drive,Gasoline,Navigation System,Audi,Blue,1.0,228.0,2.0,I4,1
27888,Duncan,51859,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats",Chevrolet,White,7.0,272.65777777777777,1.5,I4,5
24362,Victoria,1010,Manual,Front-Wheel Drive,Gasoline,,Nissan,Blue,-1.0,122.0,1.6,I4,1
49990,New Westminster,17000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Blind Spot Monitoring, Navigation System, Heated Seats",Ford,White,5.0,325.0,2.7,V6,1
17888,Langley City,70000,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Mercedes-Benz,Black,6.0,208.0,2.0,I4,8
14800,Surrey,131439,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels",Honda,Black,4.0,174.0,1.5,I4,5
72995,Vancouver,21700,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Navigation System, Heated Seats, Alloy Wheels",Porsche,White,5.0,348.0,3.0,V6,3
70995,Vancouver,13403,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Third Row Seating, Bluetooth, Heated Seats, Android Auto, Cold Weather Package, CarPlay",Volvo,Black,8.0,316.0,2.0,I4,1
69990,Maple Ridge,35779,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Android Auto, Quick Order Package, CarPlay",RAM,Black,11.0,395.0,5.7,V8,1
19999,Nanaimo,54880,Automatic,Front-Wheel Drive,Electric,"Backup Camera, Navigation System, Heated Seats, Alloy Wheels",Nissan,White,4.0,272.65777777777777,3.2029230769230743,I4,5
58888,Richmond,27969,Manual,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Navigation System, Alloy Wheels, Quick Order Package",Jeep,Black,5.0,285.0,3.6,V6,3
36513,Abbotsford,16666,Automatic,Front-Wheel Drive,Gasoline,"Adaptive Cruise Control, Steel Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Toyota,Black,8.0,272.65777777777777,2.5,I4,1
19988,Coquitlam,57104,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels",Nissan,Black,4.0,122.0,1.6,I4,3
15387,Richmond,142006,Automatic,All-Wheel Drive,Gasoline,"Alloy Wheels, Third Row Seating",Nissan,Gray,2.0,260.0,3.5,V6,8
37490,Victoria,1539,Automatic,Front-Wheel Drive,Gasoline,,MINI,Blue,-1.0,189.0,2.0,I4,0
39888,Coquitlam,72470,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Sunroof/Moonroof, Remote Start, Parking Sensors, Appearance Package",RAM,Black,5.0,395.0,5.7,V8,4
27888,Vancouver,44431,Automatic,Front-Wheel Drive,Gasoline,"Heated Seats, Backup Camera, Alloy Wheels",Toyota,White,3.0,272.65777777777777,2.5,I4,3
27499,Langley,27341,Automatic,All-Wheel Drive,Gasoline,"Adaptive Cruise Control, Heated Seats, Backup Camera",Toyota,White,3.0,272.65777777777777,2.5,I4,3
23999,Richmond,75800,Automatic,All-Wheel Drive,Hybrid,,Toyota,White,-1.0,272.65777777777777,1.8,I4,4
15999,Surrey,99400,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",Hyundai,Black,2.0,190.0,2.4,I4,6
65800,Richmond,61653,Automatic,All-Wheel Drive,Electric,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",Tesla,Blue,9.0,272.65777777777777,3.2029230769230743,I4,6
69999,Surrey,17207,Automatic,Four-Wheel Drive,Biodiesel,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Bluetooth, Backup Camera, Remote Start",RAM,Other,13.0,260.0,3.0,V6,2
14988,Surrey,190985,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,,GMC,Other,-1.0,302.0,4.8,V8,11
29333,Coquitlam,54402,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay",Acura,White,9.0,201.0,2.4,I4,3
53596,Burnaby,5482,Automatic,All-Wheel Drive,Gasoline,SR5 Package,Toyota,White,1.0,270.0,4.0,V6,2
47995,Victoria,9068,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Sunroof/Moonroof",Lexus,White,3.0,260.0,3.5,V6,1
52785,Parksville,2340,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Leather Seats",Ford,White,3.0,270.0,2.3,I4,1
25995,Surrey,48484,Automatic,Front-Wheel Drive,Gasoline,,Jeep,Red,-1.0,272.65777777777777,3.2029230769230743,I4,5
42995,Victoria,33402,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Remote Start, Heated Seats, Alloy Wheels",GMC,White,6.0,308.0,3.6,V6,3
64499,Richmond,13086,Automatic,All-Wheel Drive,Gasoline,,Volvo,White,-1.0,316.0,2.0,I4,2
7899,Nanaimo,74123,Automatic,Front-Wheel Drive,Gasoline,Alloy Wheels,FIAT,Black,1.0,101.0,1.4,I4,9
14500,Burnaby,93000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels, CarPlay",Hyundai,Gray,5.0,161.0,2.0,I4,4
28990,Vancouver,10323,Automatic,All-Wheel Drive,Gasoline,"Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Mazda,Gray,8.0,186.0,2.5,I4,1
84895,Langley,13286,Automatic,Four-Wheel Drive,Biodiesel,"Bluetooth, Alloy Wheels",Chevrolet,Black,2.0,272.65777777777777,6.6,V8,0
16693,Richmond,62005,Automatic,Front-Wheel Drive,Gasoline,,Nissan,Other,-1.0,170.0,2.5,I4,5
12900,Langley City,165853,Automatic,Four-Wheel Drive,Gasoline,,Jeep,Blue,-1.0,180.0,2.4,I4,8
41499,Richmond,37367,Manual,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Appearance Package, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Trim Package, Heated Seats, Quick Order Package",Dodge,Other,12.0,485.0,6.4,V8,7
12500,Abbotsford,98000,Automatic,All-Wheel Drive,Gasoline,,Chevrolet,Blue,-1.0,182.0,2.4,I4,7
20999,Langley,16312,Automatic,Front-Wheel Drive,Gasoline,"Heated Seats, Backup Camera, Blind Spot Monitoring",Kia,Silver,3.0,147.0,2.0,I4,2
64994,Burnaby,4148,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Navigation System, Heated Seats, Tow Package",Jeep,Blue,6.0,285.0,3.6,V6,1
8500,New Westminster,150000,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Remote Start",Chevrolet,Silver,2.0,138.0,1.4,I4,6
44999,Westshore,37986,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Lexus,Blue,8.0,295.0,3.5,V6,4
22888,Coquitlam,50038,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera",Honda,White,2.0,141.0,1.8,I4,5
31987,Surrey,2252,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats, Multi Zone Climate Control",MINI,Other,9.0,134.0,1.5,I3,1
40900,North Vancouver,34813,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Honda,Other,11.0,280.0,3.5,V6,4
28888,Victoria,23457,Automatic,Rear-Wheel Drive,Gasoline,"LE Package, Bluetooth, Leather Seats, Heated Seats, Alloy Wheels",Ford,White,5.0,420.0,5.0,V8,8
33995,Vancouver,15852,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Hyundai,Blue,9.0,181.0,2.4,I4,1
30000,Richmond,32282,Automatic,All-Wheel Drive,Gasoline,Sunroof/Moonroof,BMW,Blue,1.0,248.0,2.0,I4,4
36996,Vancouver,19812,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Navigation System, Android Auto, CarPlay",Acura,Blue,4.0,206.0,2.4,I4,2
44390,Surrey,18242,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, Quick Order Package, CarPlay, Multi Zone Climate Control, Bluetooth, Backup Camera, Remote Start",Jeep,Gray,14.0,295.0,3.6,V6,3
29599,Victoria,1157,Automatic,Front-Wheel Drive,Gasoline,,Volkswagen,Silver,-1.0,147.0,1.4,I4,1
32995,Richmond,25302,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Volkswagen,Other,8.0,184.0,2.0,I4,3
45999,Surrey,82299,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlay, Multi Zone Climate Control",GMC,Other,11.0,272.65777777777777,3.2029230769230743,I4,5
29995,Surrey,113606,Automatic,All-Wheel Drive,Gasoline,Leather Seats,RAM,White,1.0,383.0,5.7,V8,10
28888,Victoria,103267,Automatic,Four-Wheel Drive,Gasoline,Parking Sensors,Jeep,Black,1.0,295.0,3.6,V6,4
80999,Surrey,20000,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats",RAM,Other,11.0,395.0,5.7,V8,1
13900,Langley,152078,Automatic,All-Wheel Drive,Flex Fuel Vehicle,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Quick Order Package",Dodge,Blue,9.0,283.0,3.6,V6,7
30500,Richmond,13850,Automatic,All-Wheel Drive,Gasoline,"Driver Assistance Package, Parking Sensors",BMW,Gray,2.0,228.0,2.0,I4,4
65888,Duncan,21230,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Heated Seats",Kia,Gray,12.0,291.0,3.8,V6,1
33600,North Vancouver,19625,Automatic,All-Wheel Drive,Gasoline,,Toyota,Gray,-1.0,203.0,2.5,I4,3
49999,Surrey,44334,Automatic,All-Wheel Drive,Gasoline,"Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Jeep,Other,8.0,285.0,3.6,V6,2
47644,Surrey,6782,Automatic,All-Wheel Drive,Gasoline,,Mazda,White,-1.0,250.0,2.5,I4,1
60999,Surrey,4214,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats",Jeep,Other,10.0,285.0,3.6,V6,1
16995,Surrey,63000,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof",Hyundai,Black,2.0,132.0,1.6,I4,5
39997,Langley,38707,Automatic,Front-Wheel Drive,Gasoline,"Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Heated Seats, CarPlay",Toyota,White,7.0,296.0,3.5,V6,2
11995,Chilliwack,200000,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Kia,Red,6.0,164.0,2.0,I4,5
65888,Coquitlam,49490,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Tow Package, Android Auto, CarPlay, Bluetooth, Backup Camera, Remote Start",Ford,Black,13.0,272.65777777777777,3.5,V6,2
45995,Surrey,14780,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",GMC,Other,11.0,310.0,3.6,V6,1
25753,Victoria,1021,Manual,Front-Wheel Drive,Gasoline,,Nissan,Blue,-1.0,149.0,2.0,I4,1
31990,Vancouver,57576,Manual,Four-Wheel Drive,Gasoline,"Steel Wheels, Bluetooth, Alloy Wheels, Quick Order Package",Jeep,Gray,4.0,285.0,3.6,V6,7
9999,Surrey,250000,Automatic,All-Wheel Drive,Flex Fuel Vehicle,DVD Entertainment System,RAM,White,1.0,310.0,4.7,V8,9
79896,Richmond,30549,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Jeep,Other,10.0,475.0,6.4,V8,2
26990,Victoria,973,Manual,Front-Wheel Drive,Gasoline,,Honda,Blue,-1.0,180.0,1.5,I4,0
53995,Chilliwack,70000,Automatic,Rear-Wheel Drive,Electric,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Tesla,White,8.0,272.65777777777777,3.2029230769230743,I4,1
14900,Coquitlam,178701,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Sunroof/Moonroof, Heated Seats",Toyota,Gray,5.0,268.0,3.5,V6,8
29995,Port Coquitlam,67773,Automatic,Front-Wheel Drive,Gasoline,,Chevrolet,Gray,-1.0,250.0,2.0,I4,2
32998,Chilliwack,10211,Manual,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Backup Camera, Heated Seats, Android Auto, CarPlay",Honda,Blue,7.0,192.0,1.5,I4,2
16499,Richmond,201985,Automatic,Four-Wheel Drive,Flex Fuel Vehicle,Bluetooth,GMC,Blue,1.0,315.0,5.3,V8,9
6950,Surrey,187700,Automatic,Front-Wheel Drive,Gasoline,,Honda,Gray,-1.0,140.0,1.8,I4,10
46500,Richmond,47328,Automatic,All-Wheel Drive,Gasoline,"Backup Camera, Sunroof/Moonroof, Navigation System, Premium Package, CarPlay",BMW,Blue,5.0,355.0,3.0,I6,4
70997,Surrey,4955,Automatic,All-Wheel Drive,Electric,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Tesla,White,8.0,272.65777777777777,3.2029230769230743,I4,1
88499,Maple Ridge,5142,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Adaptive Suspension, Blind Spot Monitoring, Heated Seats, Quick Order Package, Audio Package, Bluetooth, Backup Camera, Remote Start",Jeep,Other,13.0,475.0,6.4,V8,1
12985,Chilliwack,88000,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Navigation System, Heated Seats",Nissan,Other,4.0,109.0,1.6,I4,5
